epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,3493.47,0.85155,0.61935,1.26977,0.83887,0.74691,0.82951,0.56585,1.17457,0.85111,1.63428,0.00086725,0.00086725,0.00086725
371,3502.9,0.83859,0.60656,1.26692,0.7958,0.78166,0.832,0.56439,1.17714,0.83389,1.63259,0.0008425,0.0008425,0.0008425
372,3512.25,0.84396,0.61228,1.26702,0.85117,0.75005,0.83628,0.56749,1.18014,0.83124,1.63939,0.00081775,0.00081775,0.00081775
373,3521.57,0.83578,0.61445,1.26642,0.85191,0.74964,0.83788,0.5658,1.17464,0.83207,1.63333,0.000793,0.000793,0.000793
374,3530.99,0.84701,0.61325,1.26789,0.86104,0.74239,0.83634,0.56451,1.18245,0.84121,1.64074,0.00076825,0.00076825,0.00076825
375,3540.32,0.83433,0.60798,1.27082,0.85359,0.74487,0.83418,0.56452,1.17315,0.84173,1.63542,0.0007435,0.0007435,0.0007435
376,3549.79,0.83127,0.60765,1.26495,0.83091,0.75725,0.83439,0.56772,1.17477,0.84412,1.63829,0.00071875,0.00071875,0.00071875
377,3559.15,0.83873,0.61443,1.26249,0.81966,0.76092,0.82865,0.56586,1.17498,0.84471,1.63942,0.000694,0.000694,0.000694
378,3568.58,0.84725,0.62461,1.2798,0.818,0.7675,0.82898,0.56226,1.19206,0.84906,1.65099,0.00066925,0.00066925,0.00066925
379,3577.9,0.82819,0.60783,1.25939,0.84151,0.73836,0.83328,0.56681,1.1962,0.84576,1.65707,0.0006445,0.0006445,0.0006445
380,3587.39,0.82616,0.60744,1.26013,0.83684,0.74935,0.83016,0.56772,1.19086,0.8401,1.65375,0.00061975,0.00061975,0.00061975
381,3596.89,0.82373,0.6025,1.25934,0.79342,0.76997,0.82767,0.56302,1.18809,0.8566,1.64773,0.000595,0.000595,0.000595
382,3606.32,0.84928,0.62194,1.26671,0.82869,0.75904,0.82998,0.56311,1.19228,0.86234,1.65466,0.00057025,0.00057025,0.00057025
383,3615.64,0.83355,0.60155,1.2634,0.82192,0.75918,0.82835,0.56123,1.18946,0.85259,1.65632,0.0005455,0.0005455,0.0005455
384,3625.27,0.82782,0.62018,1.26095,0.80419,0.77978,0.82865,0.56308,1.1768,0.84785,1.64177,0.00052075,0.00052075,0.00052075
385,3634.74,0.82938,0.60168,1.25128,0.82934,0.75854,0.82537,0.56369,1.18466,0.8562,1.64945,0.000496,0.000496,0.000496
386,3644.19,0.84304,0.60777,1.26065,0.81053,0.78112,0.82932,0.56349,1.18758,0.86569,1.65225,0.00047125,0.00047125,0.00047125
387,3653.68,0.83013,0.59665,1.25419,0.83965,0.74025,0.8283,0.56531,1.18421,0.85433,1.65022,0.0004465,0.0004465,0.0004465
388,3663.1,0.82085,0.59875,1.25196,0.81209,0.76983,0.82792,0.56313,1.18224,0.85209,1.65067,0.00042175,0.00042175,0.00042175
389,3672.37,0.82786,0.61267,1.26226,0.80071,0.76895,0.82674,0.56215,1.18171,0.85494,1.65149,0.000397,0.000397,0.000397
390,3681.68,0.82348,0.59935,1.25667,0.80538,0.76875,0.82838,0.56231,1.18783,0.85424,1.65066,0.00037225,0.00037225,0.00037225
391,3690.3,0.76888,0.54978,1.2411,0.82876,0.73599,0.82045,0.55801,1.17837,0.85281,1.65048,0.0003475,0.0003475,0.0003475
392,3698.92,0.72079,0.47085,1.20661,0.8371,0.73029,0.80872,0.54652,1.186,0.86641,1.67431,0.00032275,0.00032275,0.00032275
393,3707.55,0.70198,0.44272,1.18839,0.82949,0.75075,0.81222,0.54773,1.18861,0.86579,1.67518,0.000298,0.000298,0.000298
394,3716.24,0.68741,0.42454,1.17566,0.81732,0.75491,0.81237,0.54978,1.17057,0.85811,1.64719,0.00027325,0.00027325,0.00027325
395,3724.89,0.68519,0.41268,1.17074,0.80409,0.75725,0.81404,0.55364,1.16842,0.84394,1.64704,0.0002485,0.0002485,0.0002485
396,3733.53,0.67558,0.41449,1.17026,0.79626,0.75595,0.81159,0.55374,1.17595,0.84602,1.6599,0.00022375,0.00022375,0.00022375
397,3742.16,0.67916,0.40758,1.16498,0.81484,0.74787,0.81567,0.55494,1.17657,0.84788,1.66017,0.000199,0.000199,0.000199
398,3750.73,0.664,0.40472,1.15331,0.81618,0.75345,0.81659,0.55683,1.18331,0.84908,1.67315,0.00017425,0.00017425,0.00017425
399,3759.3,0.67291,0.4163,1.15642,0.81435,0.75029,0.81793,0.55798,1.18174,0.84497,1.67243,0.0001495,0.0001495,0.0001495
400,3767.98,0.66185,0.39625,1.15408,0.83494,0.74974,0.82281,0.55785,1.18526,0.84679,1.67676,0.00012475,0.00012475,0.00012475
