epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1735.12,1.04071,0.87854,1.44363,0.72682,0.7284,0.77082,0.51598,1.20457,0.97427,1.6546,0.0054955,0.0054955,0.0054955
184,1744.62,1.04036,0.87537,1.44355,0.84633,0.69862,0.80399,0.53897,1.1981,0.91971,1.64455,0.00547075,0.00547075,0.00547075
185,1753.9,1.04411,0.88639,1.45028,0.82659,0.69216,0.80074,0.53939,1.19707,1.01664,1.63735,0.005446,0.005446,0.005446
186,1763.39,1.04507,0.88695,1.44905,0.81367,0.71335,0.81047,0.54169,1.18827,0.91408,1.63039,0.00542125,0.00542125,0.00542125
187,1772.83,1.03635,0.86747,1.44077,0.7778,0.71169,0.78271,0.51758,1.22753,1.03032,1.65902,0.0053965,0.0053965,0.0053965
188,1782.32,1.04096,0.88541,1.44289,0.81139,0.71511,0.81492,0.5408,1.19998,0.88268,1.63727,0.00537175,0.00537175,0.00537175
189,1791.72,1.01996,0.85858,1.43408,0.84308,0.72737,0.82452,0.55385,1.18405,0.87961,1.6199,0.005347,0.005347,0.005347
190,1801.34,1.05188,0.86964,1.44777,0.79696,0.72688,0.81698,0.54115,1.20102,0.92692,1.63188,0.00532225,0.00532225,0.00532225
191,1810.81,1.01781,0.87084,1.44024,0.83355,0.74675,0.83584,0.54964,1.19554,0.86596,1.62899,0.0052975,0.0052975,0.0052975
192,1820.24,1.03289,0.88154,1.44776,0.82267,0.70302,0.80227,0.53387,1.16984,0.97066,1.61659,0.00527275,0.00527275,0.00527275
193,1829.63,1.03718,0.86515,1.44257,0.82618,0.72327,0.8229,0.54924,1.19924,0.93956,1.6311,0.005248,0.005248,0.005248
194,1839.02,1.02811,0.86887,1.43955,0.79545,0.7291,0.80774,0.54431,1.18818,0.99481,1.62726,0.00522325,0.00522325,0.00522325
195,1848.57,1.0386,0.86064,1.44377,0.82815,0.71135,0.81848,0.54296,1.21013,0.92277,1.64205,0.0051985,0.0051985,0.0051985
196,1858.02,1.0292,0.86043,1.43528,0.81308,0.73237,0.81767,0.54849,1.17194,0.88372,1.61306,0.00517375,0.00517375,0.00517375
197,1867.45,1.02685,0.87674,1.43633,0.8615,0.70003,0.81149,0.53653,1.16762,0.91499,1.61668,0.005149,0.005149,0.005149
198,1876.93,1.03237,0.86916,1.44459,0.84406,0.71003,0.82177,0.54424,1.1977,0.94871,1.63826,0.00512425,0.00512425,0.00512425
199,1886.53,1.02294,0.86034,1.43859,0.81022,0.71571,0.80829,0.53893,1.19805,0.93605,1.62271,0.0050995,0.0050995,0.0050995
200,1895.99,1.0169,0.84424,1.42078,0.83331,0.71618,0.80988,0.54112,1.20125,0.9305,1.63075,0.00507475,0.00507475,0.00507475
201,1905.5,1.01852,0.83839,1.43159,0.79486,0.72474,0.79789,0.53214,1.18926,0.97961,1.62644,0.00505,0.00505,0.00505
202,1914.93,1.0204,0.84106,1.43045,0.79623,0.72309,0.8149,0.54082,1.1912,0.98114,1.63046,0.00502525,0.00502525,0.00502525
203,1924.26,1.02492,0.84959,1.43385,0.85068,0.71337,0.82727,0.54552,1.17548,0.86616,1.60022,0.0050005,0.0050005,0.0050005
204,1933.69,1.01803,0.84156,1.41959,0.84124,0.70654,0.80754,0.53823,1.16516,0.91189,1.60372,0.00497575,0.00497575,0.00497575
205,1943.11,1.01425,0.84007,1.42076,0.80115,0.73897,0.8237,0.55013,1.15548,0.91289,1.59274,0.004951,0.004951,0.004951
206,1952.52,1.01383,0.84254,1.41775,0.80973,0.72635,0.82177,0.54472,1.17437,0.94255,1.59879,0.00492625,0.00492625,0.00492625
207,1961.92,0.99676,0.81758,1.40733,0.79284,0.76024,0.82615,0.5527,1.17273,0.91632,1.61061,0.0049015,0.0049015,0.0049015
208,1971.34,1.02059,0.83583,1.42834,0.79281,0.76224,0.81649,0.53777,1.19633,0.90537,1.63634,0.00487675,0.00487675,0.00487675
209,1980.87,1.01083,0.82851,1.41481,0.81917,0.71692,0.81389,0.54019,1.17915,0.90204,1.61044,0.004852,0.004852,0.004852
210,1990.32,1.01571,0.83509,1.42232,0.7995,0.70074,0.78804,0.53151,1.21692,0.97008,1.64578,0.00482725,0.00482725,0.00482725
211,1999.68,0.99635,0.81963,1.40407,0.79823,0.71617,0.81823,0.55066,1.22204,0.97931,1.65831,0.0048025,0.0048025,0.0048025
212,2009.02,1.02559,0.83759,1.43116,0.78267,0.76655,0.81681,0.54082,1.19025,0.87765,1.6385,0.00477775,0.00477775,0.00477775
213,2018.43,1.0159,0.8438,1.42437,0.79786,0.7088,0.79215,0.52774,1.2293,0.95916,1.65076,0.004753,0.004753,0.004753
214,2027.91,1.00644,0.82915,1.41345,0.84961,0.709,0.81135,0.54484,1.20174,0.89986,1.62756,0.00472825,0.00472825,0.00472825
215,2037.29,1.01489,0.82776,1.41808,0.77858,0.74504,0.81516,0.54757,1.1949,0.87163,1.61862,0.0047035,0.0047035,0.0047035
216,2046.68,0.99602,0.81687,1.4046,0.82653,0.72837,0.81158,0.54403,1.20682,0.8683,1.6486,0.00467875,0.00467875,0.00467875
217,2055.86,1.01969,0.81764,1.42308,0.7872,0.75042,0.80729,0.54163,1.21184,0.91605,1.6371,0.004654,0.004654,0.004654
218,2065.25,0.98547,0.8023,1.39607,0.7988,0.72678,0.82332,0.54705,1.22067,0.91358,1.64366,0.00462925,0.00462925,0.00462925
219,2074.7,1.00347,0.81759,1.40527,0.80846,0.72429,0.81809,0.54686,1.1954,0.94867,1.62539,0.0046045,0.0046045,0.0046045
220,2084.08,0.99101,0.80782,1.41016,0.83374,0.73665,0.8201,0.55712,1.16022,0.87238,1.58484,0.00457975,0.00457975,0.00457975
221,2093.46,1.00539,0.82312,1.40898,0.81801,0.72869,0.80649,0.55043,1.15661,0.89987,1.60023,0.004555,0.004555,0.004555
222,2102.93,1.012,0.82509,1.41259,0.81351,0.74212,0.8203,0.54715,1.18617,0.89752,1.61705,0.00453025,0.00453025,0.00453025
223,2112.31,0.99094,0.80642,1.3932,0.86861,0.69921,0.82432,0.54977,1.18619,0.90033,1.6095,0.0045055,0.0045055,0.0045055
224,2121.71,0.99999,0.8126,1.39791,0.80975,0.72972,0.81822,0.54422,1.1733,0.93954,1.6018,0.00448075,0.00448075,0.00448075
225,2131.04,0.99595,0.79643,1.40302,0.85343,0.69998,0.8145,0.54252,1.19313,0.91445,1.61004,0.004456,0.004456,0.004456
226,2140.35,0.99778,0.81061,1.39904,0.82208,0.6997,0.80034,0.53768,1.19445,0.94646,1.62348,0.00443125,0.00443125,0.00443125
227,2149.86,0.99069,0.79061,1.39993,0.811,0.7286,0.79999,0.53686,1.16792,0.94344,1.60913,0.0044065,0.0044065,0.0044065
228,2159.19,0.97495,0.78089,1.39243,0.81033,0.72125,0.81251,0.54589,1.19287,0.90727,1.61243,0.00438175,0.00438175,0.00438175
229,2168.71,0.99916,0.7945,1.40158,0.812,0.74555,0.81834,0.55309,1.17658,0.8768,1.61833,0.004357,0.004357,0.004357
230,2178.18,0.98406,0.80877,1.39679,0.80404,0.74799,0.82643,0.55348,1.18356,0.87545,1.62241,0.00433225,0.00433225,0.00433225
231,2187.45,0.99579,0.80186,1.40149,0.87465,0.6916,0.82657,0.55436,1.1831,0.85453,1.62956,0.0043075,0.0043075,0.0043075
232,2196.64,0.98362,0.79807,1.39649,0.81479,0.71948,0.81882,0.54982,1.17949,0.87385,1.61228,0.00428275,0.00428275,0.00428275
233,2206.06,0.98555,0.79127,1.38887,0.87647,0.69777,0.81905,0.54799,1.18591,0.90431,1.62179,0.004258,0.004258,0.004258
234,2215.46,0.97474,0.79034,1.3893,0.80679,0.74514,0.81362,0.54518,1.17951,0.93178,1.6209,0.00423325,0.00423325,0.00423325
235,2224.83,0.98309,0.78125,1.39362,0.80806,0.76202,0.833,0.55605,1.18992,0.97401,1.60752,0.0042085,0.0042085,0.0042085
236,2234.24,0.97033,0.79048,1.38585,0.83876,0.73007,0.82379,0.55641,1.1773,0.9548,1.61519,0.00418375,0.00418375,0.00418375
237,2243.62,0.98499,0.79561,1.39201,0.83983,0.75773,0.82867,0.55511,1.17575,0.88622,1.59787,0.004159,0.004159,0.004159
238,2253.06,0.995,0.80994,1.39951,0.8296,0.72634,0.81683,0.54629,1.19522,0.96481,1.62728,0.00413425,0.00413425,0.00413425
239,2262.41,0.99663,0.79886,1.4008,0.85912,0.72609,0.81539,0.5429,1.21709,0.93853,1.65014,0.0041095,0.0041095,0.0041095
240,2271.73,0.98624,0.79439,1.3911,0.87431,0.70236,0.82693,0.5573,1.18741,0.90482,1.62216,0.00408475,0.00408475,0.00408475
241,2281.05,0.97808,0.775,1.38543,0.80067,0.75793,0.82142,0.55856,1.2063,0.94031,1.63026,0.00406,0.00406,0.00406
242,2290.42,0.98048,0.76329,1.39539,0.86341,0.68751,0.81419,0.54433,1.2216,0.91437,1.67712,0.00403525,0.00403525,0.00403525
243,2299.81,0.98243,0.76373,1.39066,0.79109,0.75518,0.8249,0.54708,1.20027,0.87054,1.6388,0.0040105,0.0040105,0.0040105
244,2309.11,0.95839,0.77479,1.3741,0.80614,0.73424,0.82447,0.55528,1.18132,0.88419,1.62748,0.00398575,0.00398575,0.00398575
245,2318.61,0.97294,0.7884,1.37799,0.82857,0.72234,0.83336,0.55807,1.1784,0.86887,1.60578,0.003961,0.003961,0.003961
246,2328.15,0.97535,0.76944,1.37915,0.80613,0.75184,0.82923,0.55621,1.16511,0.87163,1.61634,0.00393625,0.00393625,0.00393625
247,2337.36,0.97509,0.77341,1.37655,0.82253,0.75459,0.82832,0.55028,1.1788,0.8594,1.61974,0.0039115,0.0039115,0.0039115
248,2346.76,0.96713,0.77235,1.38106,0.8286,0.77251,0.84284,0.56022,1.21519,0.89955,1.64254,0.00388675,0.00388675,0.00388675
249,2356.01,0.97974,0.76037,1.37651,0.83751,0.7184,0.83362,0.55465,1.2078,0.85335,1.64756,0.003862,0.003862,0.003862
250,2365.38,0.97408,0.77144,1.37766,0.82126,0.70507,0.81384,0.54478,1.16651,0.94579,1.60124,0.00383725,0.00383725,0.00383725
251,2374.76,0.96493,0.77102,1.37232,0.8065,0.75105,0.81999,0.54606,1.18511,0.92027,1.6212,0.0038125,0.0038125,0.0038125
252,2384.33,0.96668,0.7654,1.37292,0.83618,0.71072,0.81371,0.54009,1.19202,0.91633,1.6303,0.00378775,0.00378775,0.00378775
253,2393.72,0.96329,0.76247,1.37202,0.78834,0.74984,0.80899,0.54404,1.18981,0.91376,1.6197,0.003763,0.003763,0.003763
254,2403.14,0.97896,0.77055,1.38299,0.79865,0.74158,0.82097,0.54832,1.19071,0.90723,1.61456,0.00373825,0.00373825,0.00373825
255,2412.58,0.95947,0.75322,1.36749,0.86577,0.69228,0.81521,0.54659,1.20175,0.91721,1.63088,0.0037135,0.0037135,0.0037135
256,2421.85,0.94831,0.74101,1.35912,0.83249,0.74805,0.82867,0.554,1.16598,0.85616,1.61186,0.00368875,0.00368875,0.00368875
257,2431.35,0.94937,0.74509,1.36496,0.82511,0.72976,0.8204,0.55383,1.15399,0.87376,1.59591,0.003664,0.003664,0.003664
258,2440.79,0.95171,0.75895,1.36463,0.82458,0.75015,0.83234,0.5645,1.17798,0.86964,1.61491,0.00363925,0.00363925,0.00363925
259,2450.12,0.96066,0.75625,1.36629,0.8397,0.72914,0.8244,0.55386,1.17898,0.91514,1.61952,0.0036145,0.0036145,0.0036145
260,2459.54,0.9513,0.74422,1.36774,0.83577,0.72994,0.82311,0.5523,1.18452,0.92182,1.62549,0.00358975,0.00358975,0.00358975
261,2468.88,0.96224,0.73734,1.36556,0.78039,0.78349,0.83811,0.56034,1.1799,0.86503,1.62526,0.003565,0.003565,0.003565
262,2478.34,0.94089,0.73119,1.35393,0.81205,0.75458,0.82261,0.54716,1.19755,0.92191,1.62537,0.00354025,0.00354025,0.00354025
263,2487.75,0.94573,0.75584,1.35488,0.8305,0.73853,0.82662,0.55295,1.17793,0.91032,1.60566,0.0035155,0.0035155,0.0035155
264,2497.15,0.9477,0.74942,1.36011,0.78886,0.75742,0.817,0.5466,1.21118,0.90639,1.64082,0.00349075,0.00349075,0.00349075
265,2506.49,0.93297,0.73995,1.34963,0.82747,0.72161,0.82477,0.55237,1.19437,0.88673,1.63494,0.003466,0.003466,0.003466
266,2515.75,0.9372,0.73115,1.34525,0.81216,0.75234,0.83821,0.55742,1.18388,0.90263,1.61767,0.00344125,0.00344125,0.00344125
267,2525.11,0.95455,0.74243,1.36232,0.78734,0.78155,0.82518,0.55382,1.17652,0.88601,1.60517,0.0034165,0.0034165,0.0034165
268,2534.49,0.94258,0.75004,1.35655,0.81074,0.76005,0.82437,0.55665,1.16282,0.88177,1.60346,0.00339175,0.00339175,0.00339175
269,2543.9,0.95233,0.74748,1.35689,0.82802,0.74458,0.82506,0.55581,1.17615,0.884,1.60751,0.003367,0.003367,0.003367
270,2553.33,0.94278,0.73868,1.35895,0.84184,0.73378,0.82278,0.54991,1.17569,0.88072,1.60514,0.00334225,0.00334225,0.00334225
271,2562.72,0.94867,0.74011,1.36053,0.80152,0.7451,0.82,0.54849,1.19035,0.93905,1.61291,0.0033175,0.0033175,0.0033175
272,2572.01,0.94404,0.75119,1.35072,0.83181,0.73683,0.82613,0.55424,1.17876,0.86773,1.60401,0.00329275,0.00329275,0.00329275
273,2581.47,0.93816,0.72743,1.34446,0.83163,0.7529,0.83131,0.55597,1.20177,0.86942,1.62068,0.003268,0.003268,0.003268
274,2590.93,0.94023,0.71601,1.34293,0.81214,0.77102,0.83885,0.56518,1.17995,0.83041,1.61565,0.00324325,0.00324325,0.00324325
275,2600.45,0.95121,0.74145,1.35192,0.82476,0.74128,0.81921,0.54667,1.20248,0.82315,1.64041,0.0032185,0.0032185,0.0032185
276,2609.74,0.93704,0.72503,1.34415,0.83881,0.73847,0.82102,0.54718,1.18966,0.84831,1.635,0.00319375,0.00319375,0.00319375
277,2619.2,0.94778,0.735,1.35632,0.83163,0.75509,0.83039,0.55142,1.18714,0.88705,1.62536,0.003169,0.003169,0.003169
278,2628.54,0.93243,0.72181,1.33987,0.79103,0.76829,0.81996,0.55394,1.17023,0.89033,1.61044,0.00314425,0.00314425,0.00314425
279,2637.89,0.93606,0.71672,1.34482,0.83816,0.72443,0.82145,0.55273,1.17937,0.88469,1.62805,0.0031195,0.0031195,0.0031195
280,2647.29,0.93418,0.71425,1.34377,0.8324,0.71924,0.82229,0.55197,1.18793,0.87343,1.63351,0.00309475,0.00309475,0.00309475
281,2656.63,0.93939,0.71986,1.34912,0.84754,0.70853,0.82112,0.5476,1.16983,0.81911,1.61093,0.00307,0.00307,0.00307
282,2666.14,0.94085,0.71994,1.35293,0.82219,0.74496,0.8326,0.55847,1.17181,0.7936,1.60022,0.00304525,0.00304525,0.00304525
283,2675.53,0.93429,0.72505,1.34301,0.83083,0.7546,0.81468,0.55109,1.1841,0.8511,1.60512,0.0030205,0.0030205,0.0030205
284,2684.98,0.93467,0.71138,1.33331,0.8634,0.72469,0.82717,0.5525,1.17738,0.87215,1.60922,0.00299575,0.00299575,0.00299575
285,2694.33,0.93677,0.70832,1.34854,0.84384,0.7422,0.83417,0.55399,1.18977,0.87355,1.62193,0.002971,0.002971,0.002971
286,2703.72,0.92145,0.70314,1.33346,0.8399,0.72878,0.83006,0.55828,1.18773,0.85902,1.6138,0.00294625,0.00294625,0.00294625
287,2713.18,0.93405,0.72276,1.34469,0.8504,0.7343,0.83239,0.56228,1.17735,0.8794,1.61207,0.0029215,0.0029215,0.0029215
288,2722.59,0.949,0.72207,1.34985,0.84312,0.74528,0.83775,0.56268,1.16156,0.86944,1.60802,0.00289675,0.00289675,0.00289675
289,2732.02,0.92831,0.70578,1.34086,0.81167,0.74513,0.82567,0.55815,1.17643,0.88644,1.61792,0.002872,0.002872,0.002872
290,2741.43,0.92584,0.70186,1.33242,0.85307,0.73457,0.84133,0.56587,1.16898,0.86702,1.61737,0.00284725,0.00284725,0.00284725
291,2750.76,0.91295,0.70842,1.33423,0.86152,0.72889,0.84252,0.56988,1.15341,0.82906,1.60031,0.0028225,0.0028225,0.0028225
292,2760.26,0.93117,0.70515,1.33482,0.82183,0.77397,0.84637,0.56701,1.18206,0.84051,1.61826,0.00279775,0.00279775,0.00279775
293,2769.63,0.91692,0.69385,1.33232,0.81681,0.77392,0.84719,0.56359,1.1504,0.80633,1.59132,0.002773,0.002773,0.002773
294,2779.09,0.91912,0.69268,1.32906,0.82212,0.74025,0.83151,0.55639,1.16374,0.84532,1.59436,0.00274825,0.00274825,0.00274825
295,2788.4,0.92608,0.70842,1.33865,0.81198,0.75688,0.82303,0.55204,1.19358,0.88377,1.61994,0.0027235,0.0027235,0.0027235
296,2797.72,0.90434,0.69289,1.31908,0.79783,0.75353,0.8235,0.5511,1.21182,0.89467,1.63227,0.00269875,0.00269875,0.00269875
297,2807.1,0.91122,0.70559,1.33051,0.81418,0.74819,0.82045,0.5552,1.19453,0.88451,1.62,0.002674,0.002674,0.002674
298,2816.5,0.93011,0.71422,1.34259,0.81164,0.73997,0.82147,0.55312,1.1987,0.86149,1.6326,0.00264925,0.00264925,0.00264925
299,2826.04,0.9227,0.71302,1.33805,0.81888,0.74912,0.8342,0.56055,1.18884,0.88637,1.62793,0.0026245,0.0026245,0.0026245
300,2835.53,0.90343,0.69506,1.31666,0.76631,0.77929,0.83308,0.56419,1.16646,0.87008,1.61272,0.00259975,0.00259975,0.00259975
301,2845.03,0.91025,0.6967,1.32468,0.81239,0.75242,0.83576,0.5664,1.1741,0.84414,1.62048,0.002575,0.002575,0.002575
302,2854.54,0.90429,0.6795,1.31228,0.85815,0.74192,0.83371,0.56256,1.1831,0.84647,1.6186,0.00255025,0.00255025,0.00255025
303,2863.85,0.9055,0.68741,1.31514,0.81588,0.75359,0.837,0.56356,1.1751,0.8592,1.60881,0.0025255,0.0025255,0.0025255
304,2873.19,0.90671,0.68134,1.32126,0.80096,0.7675,0.82912,0.56164,1.16702,0.87976,1.5999,0.00250075,0.00250075,0.00250075
305,2882.64,0.90783,0.69466,1.32859,0.83122,0.75165,0.82552,0.5547,1.18598,0.89422,1.62439,0.002476,0.002476,0.002476
306,2892,0.91528,0.70049,1.32216,0.83786,0.74266,0.82997,0.55729,1.18999,0.8977,1.62087,0.00245125,0.00245125,0.00245125
307,2901.31,0.91008,0.68239,1.32007,0.83742,0.74276,0.83138,0.5585,1.17403,0.88939,1.61216,0.0024265,0.0024265,0.0024265
308,2910.81,0.89823,0.6836,1.31749,0.87624,0.71391,0.83033,0.56493,1.17344,0.86577,1.61076,0.00240175,0.00240175,0.00240175
309,2920.2,0.90186,0.67895,1.31888,0.85807,0.7332,0.8248,0.55664,1.16051,0.84951,1.6078,0.002377,0.002377,0.002377
310,2929.56,0.90332,0.67922,1.31349,0.84463,0.73025,0.82903,0.55923,1.16686,0.86268,1.62049,0.00235225,0.00235225,0.00235225
311,2938.96,0.90373,0.67585,1.31251,0.76834,0.77761,0.82544,0.558,1.17621,0.85486,1.63288,0.0023275,0.0023275,0.0023275
312,2948.33,0.89776,0.67604,1.30779,0.82678,0.7487,0.82025,0.55213,1.16983,0.86745,1.62483,0.00230275,0.00230275,0.00230275
313,2957.54,0.90285,0.68098,1.31112,0.79862,0.76729,0.82233,0.55612,1.15579,0.81737,1.59832,0.002278,0.002278,0.002278
314,2966.94,0.89456,0.67392,1.30542,0.81391,0.75619,0.82343,0.55675,1.16349,0.82959,1.60398,0.00225325,0.00225325,0.00225325
315,2976.25,0.90543,0.68171,1.31081,0.85494,0.73536,0.82778,0.56175,1.15642,0.83232,1.59919,0.0022285,0.0022285,0.0022285
316,2985.55,0.9046,0.67376,1.31419,0.83559,0.74163,0.82808,0.56191,1.14542,0.84166,1.5925,0.00220375,0.00220375,0.00220375
317,2994.96,0.89743,0.66857,1.31104,0.84005,0.75533,0.83265,0.56241,1.15846,0.88676,1.59319,0.002179,0.002179,0.002179
318,3004.42,0.89108,0.66291,1.30259,0.86952,0.72408,0.83141,0.56202,1.15393,0.84962,1.60307,0.00215425,0.00215425,0.00215425
319,3013.84,0.90178,0.67805,1.31176,0.85619,0.72891,0.83097,0.56585,1.16041,0.8482,1.6088,0.0021295,0.0021295,0.0021295
320,3023.19,0.87725,0.66898,1.30062,0.84855,0.74167,0.83589,0.56847,1.15422,0.85204,1.61205,0.00210475,0.00210475,0.00210475
321,3032.6,0.89525,0.67573,1.31323,0.84082,0.76812,0.84136,0.5634,1.17128,0.84719,1.62357,0.00208,0.00208,0.00208
322,3041.98,0.88872,0.66096,1.30172,0.81162,0.75572,0.82765,0.56253,1.16006,0.83925,1.60546,0.00205525,0.00205525,0.00205525
323,3051.41,0.8953,0.66359,1.30836,0.84606,0.7389,0.82065,0.55296,1.16383,0.87235,1.60401,0.0020305,0.0020305,0.0020305
324,3060.84,0.88295,0.67254,1.30782,0.82763,0.75159,0.82562,0.55578,1.18418,0.91714,1.60976,0.00200575,0.00200575,0.00200575
325,3070.31,0.89357,0.66888,1.30357,0.83879,0.74711,0.83388,0.56265,1.18105,0.89755,1.61955,0.001981,0.001981,0.001981
326,3079.75,0.88058,0.65851,1.29795,0.82224,0.75082,0.83493,0.55888,1.18016,0.86494,1.62106,0.00195625,0.00195625,0.00195625
327,3089.14,0.89274,0.66111,1.30625,0.85414,0.71946,0.82854,0.56172,1.17191,0.90064,1.61862,0.0019315,0.0019315,0.0019315
328,3098.54,0.88786,0.65645,1.29795,0.82498,0.73899,0.82922,0.55877,1.17374,0.89764,1.61535,0.00190675,0.00190675,0.00190675
329,3107.96,0.88326,0.66428,1.29899,0.82887,0.74318,0.82953,0.55842,1.16402,0.88935,1.61038,0.001882,0.001882,0.001882
330,3117.36,0.87938,0.67692,1.30125,0.87921,0.69563,0.82759,0.55618,1.17207,0.90342,1.60826,0.00185725,0.00185725,0.00185725
331,3126.67,0.87969,0.67415,1.30144,0.84736,0.74143,0.83267,0.56464,1.17299,0.85285,1.61333,0.0018325,0.0018325,0.0018325
332,3136.03,0.89294,0.66883,1.31047,0.86409,0.72478,0.82619,0.55812,1.18654,0.85409,1.62779,0.00180775,0.00180775,0.00180775
333,3145.46,0.89571,0.66549,1.30968,0.8391,0.74615,0.83239,0.56317,1.19787,0.84786,1.65,0.001783,0.001783,0.001783
334,3154.86,0.87279,0.64347,1.28728,0.84969,0.75129,0.83536,0.56394,1.18668,0.86506,1.63626,0.00175825,0.00175825,0.00175825
335,3164.2,0.88395,0.65694,1.2999,0.84406,0.74322,0.83725,0.56458,1.18969,0.86821,1.63434,0.0017335,0.0017335,0.0017335
336,3173.61,0.86963,0.64162,1.29541,0.81544,0.76505,0.83455,0.56415,1.16816,0.86879,1.61468,0.00170875,0.00170875,0.00170875
337,3182.93,0.87547,0.64764,1.296,0.82688,0.75405,0.83379,0.56658,1.16462,0.85371,1.61834,0.001684,0.001684,0.001684
338,3192.31,0.8811,0.65117,1.30282,0.79743,0.78321,0.83571,0.56366,1.17253,0.85505,1.61985,0.00165925,0.00165925,0.00165925
339,3201.66,0.86762,0.63583,1.28344,0.8185,0.77479,0.83515,0.56553,1.16312,0.83669,1.61265,0.0016345,0.0016345,0.0016345
340,3211.04,0.8805,0.65926,1.29568,0.84646,0.74866,0.82422,0.5603,1.17498,0.84445,1.62862,0.00160975,0.00160975,0.00160975
341,3220.48,0.86485,0.65135,1.28572,0.84395,0.74586,0.8303,0.56085,1.16889,0.84107,1.62647,0.001585,0.001585,0.001585
342,3230.02,0.87122,0.64629,1.29432,0.82658,0.74872,0.82859,0.56341,1.17755,0.83938,1.62991,0.00156025,0.00156025,0.00156025
343,3239.39,0.87257,0.64236,1.29441,0.82081,0.75536,0.8344,0.56535,1.16792,0.86004,1.618,0.0015355,0.0015355,0.0015355
344,3248.85,0.85856,0.62886,1.27983,0.82561,0.75419,0.83651,0.56908,1.17711,0.92056,1.62774,0.00151075,0.00151075,0.00151075
345,3258.18,0.87144,0.64389,1.29146,0.84289,0.73842,0.83292,0.56811,1.16555,0.87631,1.61776,0.001486,0.001486,0.001486
346,3267.68,0.86506,0.62487,1.2836,0.8107,0.75412,0.83108,0.56958,1.15162,0.89043,1.60262,0.00146125,0.00146125,0.00146125
347,3276.92,0.86564,0.63827,1.28332,0.80569,0.76428,0.83679,0.57186,1.15259,0.88265,1.59957,0.0014365,0.0014365,0.0014365
348,3286.22,0.86458,0.64084,1.28671,0.83871,0.74624,0.81878,0.555,1.16378,0.88349,1.61169,0.00141175,0.00141175,0.00141175
349,3295.69,0.8718,0.64991,1.29166,0.82306,0.76409,0.83016,0.5666,1.17431,0.87058,1.63139,0.001387,0.001387,0.001387
350,3305.07,0.85797,0.64083,1.28563,0.81748,0.75844,0.83651,0.56768,1.17678,0.82785,1.64303,0.00136225,0.00136225,0.00136225
351,3314.41,0.86939,0.6393,1.28652,0.85743,0.73736,0.83225,0.56656,1.17255,0.83733,1.64015,0.0013375,0.0013375,0.0013375
352,3323.82,0.86196,0.64093,1.28816,0.8317,0.7587,0.83117,0.56302,1.17905,0.84483,1.64566,0.00131275,0.00131275,0.00131275
353,3333.06,0.86561,0.62506,1.27526,0.82958,0.74702,0.82616,0.56221,1.18633,0.91003,1.64295,0.001288,0.001288,0.001288
354,3342.41,0.87451,0.63903,1.28817,0.8155,0.75832,0.81935,0.55763,1.17768,0.92645,1.63357,0.00126325,0.00126325,0.00126325
355,3351.84,0.84758,0.63329,1.27649,0.81945,0.75597,0.81726,0.55782,1.14896,0.92121,1.60906,0.0012385,0.0012385,0.0012385
356,3361.36,0.85848,0.63265,1.27614,0.80262,0.7599,0.82967,0.56453,1.14866,0.89876,1.60824,0.00121375,0.00121375,0.00121375
357,3370.8,0.85123,0.61844,1.27252,0.84299,0.74511,0.83391,0.56357,1.15615,0.85058,1.60959,0.001189,0.001189,0.001189
358,3380.36,0.84187,0.62207,1.26679,0.80835,0.77395,0.83256,0.56642,1.15171,0.83952,1.59984,0.00116425,0.00116425,0.00116425
359,3389.78,0.85465,0.62654,1.28091,0.85644,0.72888,0.83054,0.56395,1.15104,0.84974,1.59696,0.0011395,0.0011395,0.0011395
360,3399.12,0.86228,0.63383,1.27671,0.84933,0.71735,0.82608,0.56181,1.15804,0.85216,1.60588,0.00111475,0.00111475,0.00111475
361,3408.61,0.85717,0.63053,1.2804,0.80886,0.75552,0.82226,0.5592,1.15743,0.84703,1.60833,0.00109,0.00109,0.00109
362,3418.08,0.84832,0.61927,1.26485,0.82434,0.76651,0.83006,0.5645,1.17859,0.85471,1.62937,0.00106525,0.00106525,0.00106525
363,3427.46,0.84052,0.62106,1.27091,0.81139,0.76693,0.83113,0.56372,1.18201,0.86496,1.63374,0.0010405,0.0010405,0.0010405
364,3436.98,0.84787,0.62659,1.27287,0.81132,0.77362,0.83163,0.56379,1.17718,0.84704,1.62901,0.00101575,0.00101575,0.00101575
365,3446.32,0.84555,0.61963,1.26408,0.8278,0.76965,0.83247,0.56531,1.16935,0.85152,1.62643,0.000991,0.000991,0.000991
366,3455.72,0.84684,0.61483,1.26539,0.81007,0.76075,0.82586,0.56352,1.16606,0.85462,1.6209,0.00096625,0.00096625,0.00096625
367,3465.21,0.84737,0.62131,1.26599,0.82595,0.75488,0.8356,0.56754,1.17261,0.85154,1.62075,0.0009415,0.0009415,0.0009415
368,3474.72,0.84506,0.61246,1.26483,0.82032,0.76203,0.83211,0.56458,1.17195,0.84921,1.62354,0.00091675,0.00091675,0.00091675
369,3484.03,0.84192,0.61936,1.26747,0.78824,0.7833,0.83088,0.56396,1.17975,0.83026,1.63945,0.000892,0.000892,0.000892
